True Distance;Estimated Distance
0.016641941350959366;0.016762934625148773
0.017562100402685056;0.017606765031814575
0.007806054204752122;0.00780680775642395
0.00039220174910768003;0.000392913818359375
0.005136690338732517;0.005201578140258789
0.017696945140984195;0.017903625965118408
0.003502038908090572;0.003510773181915283
0.008244914957033821;0.008283048868179321
0.0026048374716574002;0.0026223063468933105
0.017166955823434304;0.017207950353622437
0.007204395731647735;0.007422475144267082
0.008414328000132584;0.008410423994064331
0.01899941374027033;0.01908886432647705
0.008422308830266428;0.008564598858356476
0.025791276591866634;0.02656462788581848
0.005887568176715423;0.006022155284881592
0.022410760375341832;0.02261751890182495
0.006233749458475011;0.00623515248298645
0.009035916087024781;0.009063184261322021
0.00622088879634071;0.006303936243057251
0.006506081584762823;0.0065069496631622314
0.0003832139975939075;0.0003857612609863281
0.0010258845478173539;0.0010242462158203125
0.003179967886891782;0.0032074451446533203
0.00799046720381999;0.00800686702132225
0.0082654639463321;0.008309721946716309
0.009279402339650876;0.009474366903305054
0.009540639817819259;0.009624183177947998
0.0024888902972919785;0.0025011003017425537
0.03208902732829884;0.03251507878303528
0.001014813569242758;0.0010155737400054932
0.0230910113368442;0.023216158151626587
8.878532371707211e-05;8.96453857421875e-05
0.0125603073847888;0.012676417827606201
0.008328962918033568;0.008326560258865356
0.012854356218424562;0.012989073991775513
0.02139461277626883;0.021474599838256836
0.011138274753066774;0.011215165257453918
0.01341794202248508;0.013794481754302979
0.007831831355599889;0.007999122142791748
0.02157335685404913;0.021858692169189453
0.0022973942731403943;0.0022983551025390625
0.004784635573958107;0.004816412925720215
0.018677567203428218;0.019144952297210693
0.009041956938918362;0.009072154760360718
0.0006604410153496497;0.0006608963012695312
0.019574054175152223;0.02023497223854065
0.015769981917119726;0.015775710344314575
0.011282019188887818;0.011281996965408325
0.044051429440890404;0.04689791798591614
0.00529356506053729;0.005329996347427368
0.009002955924296913;0.009388089179992676
0.015473179914324146;0.015864908695220947
0.0025198164398800727;0.002530336380004883
0.005519130210737497;0.005562245845794678
0.0044269255863490925;0.004462108016014099
0.03332307984191746;0.033625707030296326
0.010088141991462336;0.010174393653869629
0.01882807416104847;0.018983200192451477
0.0021566951300928893;0.0021668672561645508
0.008121074727355885;0.008139610290527344
0.0047425982945670155;0.004742622375488281
0.0064607995431271836;0.006471484899520874
0.0074097839485782295;0.0075324177742004395
0.006298185030662803;0.006358638405799866
0.01195436150216926;0.012319855391979218
0.0008188959422036556;0.0008192062377929688
0.004431985047947917;0.004432588815689087
0.0093952521745771;0.009500413201749325
0.013104147296367379;0.013156294822692871
0.005003764485354985;0.0050039589405059814
0.003930792769166205;0.003946274518966675
0.014325875351298051;0.014372766017913818
0.03177863135927641;0.032083988189697266
0.0076736678844499554;0.007676124572753906
0.008374654982097563;0.008375197649002075
0.0025255418338020934;0.0026255249977111816
0.004509624419771128;0.004509925842285156
0.01732171187534763;0.017632216215133667
0.020547044179663923;0.02111712098121643
0.028678437135140324;0.029475390911102295
0.0020785356277656284;0.002101123332977295
0.0006442319259885386;0.0006511807441711426
0.007204060539727381;0.00724947452545166
0.023082124570361854;0.023120909929275513
0.004819104545498498;0.004819422960281372
0.0019189846407427897;0.001926034688949585
0.017926991076215107;0.018216699361801147
0.0067809261428705084;0.006784394383430481
0.015574809363318037;0.01572933793067932
0.0030000998175987803;0.0030093491077423096
0.02107881701346024;0.021141797304153442
0.004453407202258137;0.004453688859939575
0.010615694481846008;0.010616272687911987
0.017842801236194517;0.01909777522087097
0.007458995794767749;0.007462635636329651
0.009349037718485664;0.00942421704530716
0.0008544128571078247;0.0008544921875
0.012262204184564342;0.012528084218502045
0.009944354788416565;0.009961575269699097
0.00861967266114034;0.008696585893630981
0.011488476997859891;0.011548399925231934
0.0033179463729975478;0.0033178627490997314
0.001622408123865048;0.0016431808471679688
0.009001497320723284;0.009129941463470459
0.025679979556901645;0.025993645191192627
0.004594861591841829;0.004609137773513794
0.0020595170685600555;0.0020599663257598877
0.02912326516166362;0.02925586700439453
0.004940028705195594;0.005050241947174072
0.007890575335180556;0.008069783449172974
0.0034006688852893743;0.003400832414627075
0.0010192360243199846;0.0010194778442382812
0.05067941187315221;0.05205896496772766
0.007443698016641754;0.007450133562088013
0.0032751697601162712;0.0032759010791778564
0.01907631627399694;0.019521355628967285
0.002949566951503562;0.002949744462966919
0.02032923491687403;0.020768284797668457
0.031349811781621044;0.033870816230773926
0.03353116752045413;0.03504282236099243
0.026283276311029127;0.027039825916290283
0.0038778345046947367;0.0038778185844421387
0.0038293808301456743;0.0038252174854278564
0.009591679402273507;0.009866058826446533
0.0063884495006558345;0.0063886940479278564
0.0007010458081584531;0.0007028579711914062
0.0006653877608931609;0.000674128532409668
0.03042407720960181;0.030688315629959106
0.004297937784975603;0.004323989152908325
0.004570883535746381;0.004570990800857544
0.038220195827414274;0.03950124979019165
0.00294315267548856;0.0029432475566864014
0.014909952143925997;0.015273690223693848
0.007498137814870654;0.007505446672439575
0.013150040677719022;0.01333242654800415
0.008581510722022132;0.008583098649978638
0.027736730108866285;0.028250843286514282
0.0038281700758050208;0.0038572847843170166
0.007809658111775808;0.007837921380996704
0.0050683766608531486;0.005103684961795807
0.031240070161031308;0.03145220875740051
0.027417366635626765;0.028788655996322632
0.000694102807007345;0.00069427490234375
0.008855687470720377;0.00885668396949768
0.04354120841625879;0.044611960649490356
0.008890244627610927;0.008891016244888306
0.014933487850681099;0.01534581184387207
0.026621452172148695;0.028555750846862793
0.0012232978226384872;0.0012235641479492188
0.006601879680236191;0.0066023170948028564
0.003857318642537191;0.003880530595779419
0.011943980755150933;0.011945754289627075
0.02686239378899477;0.02740556001663208
0.0029340634079734946;0.003019869327545166
0.04034385791608125;0.043299466371536255
0.0003791047077851512;0.00038361549377441406
0.004426634530837778;0.0044269859790802
0.020936220100872246;0.021424084901809692
0.009782839152456467;0.009783744812011719
0.016656919386380305;0.016845371574163437
0.06330771389466334;0.06531858444213867
0.026040903666356023;0.026523619890213013
0.0009496312717927642;0.000949859619140625
0.021511774219909106;0.02161441743373871
0.02316447497665975;0.02374178171157837
0.010105091928963469;0.010192930698394775
0.012027068038202264;0.012055426836013794
0.0022909225405383237;0.0023095905780792236
0.027474510996055863;0.027503997087478638
0.008451763083710389;0.00845193862915039
0.009045226520785335;0.009052306413650513
0.0031644572874874027;0.0032257437705993652
0.004448604257023955;0.004447966814041138
0.01947876080118677;0.020116500556468964
0.012001473189207133;0.012029677629470825
0.0016571661226662798;0.0016574859619140625
0.006157804063381212;0.0064230263233184814
0.03301308973952621;0.03321453928947449
0.007878358164981579;0.00787883996963501
0.010972130697365731;0.011053323745727539
0.026634079137644096;0.028093963861465454
0.025108986105379906;0.026427119970321655
0.011035226881565663;0.011162281036376953
0.0066503089521781165;0.006657034158706665
0.044622988372012604;0.04484179615974426
0.00664063439889476;0.006641268730163574
0.0020560398375417135;0.0020599663257598877
0.012748799234249148;0.012753427028656006
0.011706576863986094;0.011716872453689575
0.012876969775355348;0.013003252446651459
0.026990441444439746;0.02719121426343918
0.015221437854830594;0.015444204211235046
0.0043640782740838055;0.004364043474197388
0.0015467214431682044;0.0015606433153152466
0.018888548630171958;0.018896132707595825
0.03303539979317736;0.03341042995452881
0.014111064658547697;0.014122962951660156
0.0012922432022137306;0.0012922286987304688
0.012835124302217296;0.01292353868484497
0.039489048364024136;0.03974631428718567
0.02392523912144015;0.02401822805404663
0.015175858330548323;0.015181481838226318
0.009406961491991795;0.009469226002693176
0.003584360844860741;0.0035848915576934814
0.005698259373489645;0.005698353052139282
0.007985122059518082;0.007985144853591919
0.020654673474711942;0.020782500505447388
0.001785191880175735;0.0017852783203125
0.002142882092728519;0.002143770456314087
0.008267399575405877;0.00854966789484024
0.0005267135627696296;0.0005319118499755859
0.0036558808911802618;0.00365641713142395
0.00896079460992398;0.009018540382385254
0.00779104489568369;0.007840201258659363
0.004800468125789603;0.004822969436645508
0.014013410430138108;0.014013528823852539
0.03107460581345977;0.03132891654968262
0.0010313021260167049;0.0010251998901367188
0.0009906345416704416;0.0009908676147460938
0.0020300123047748667;0.002041846513748169
0.012462992734291875;0.012583047151565552
0.013885893304089458;0.0141887366771698
0.00015612126418768503;0.00016102194786071777
0.01224968020125355;0.012261420488357544
0.008322979737565855;0.008347004652023315
0.00635483420461655;0.006382465362548828
0.00956189023476117;0.009653180837631226
0.001203943213210155;0.0013019442558288574
