Epsilon,F1
0.00010861559608840002,1.0
0.00021723119217680005,1.0
0.00032584678826520005,1.0
0.0004344623843536001,0.857777777777778
0.0005430779804420001,0.9533333333333334
0.0006516935765304001,0.968235294117647
0.0007603091726188001,0.9403756449948402
0.0008689247687072002,0.91113091701327
0.0009775403647956002,0.9348177339901478
0.0010861559608840003,0.9616935483870968
0.0011947715569724003,0.9444492879976749
0.0013033871530608002,0.9110352805089648
0.0014120027491492002,0.9129430955517911
0.0015206183452376003,0.8986329300378296
0.0016292339413260003,0.9176480042578643
0.0017378495374144004,0.9289313662279868
0.0018464651335028004,0.9327746621194898
0.0019550807295912005,0.9347921390778534
0.0020636963256796003,0.9378540765171415
0.0021723119217680006,0.8952488277173121
0.0022809275178564004,0.9035760294455946
0.0023895431139448007,0.914589679726666
0.0024981587100332005,0.9351362721785257
0.0026067743061216004,0.9365634365634365
0.0027153899022100006,0.9259546391950352
0.0028240054982984005,0.9132504135430963
0.0029326210943868007,0.9162137958744528
0.0030412366904752006,0.9295425067042332
0.003149852286563601,0.9333438159175437
0.0032584678826520007,0.9401971578954337
0.003367083478740401,0.9425576002128724
0.0034756990748288008,0.9386898395721927
0.0035843146709172006,0.9206103219853741
0.003692930267005601,0.9230384464467944
0.0038015458630940007,0.9176296015745556
0.003910161459182401,0.9159598510869371
0.004018777055270801,0.9210637616829567
0.004127392651359201,0.9239357498433515
0.004236008247447601,0.9192374355562212
0.004344623843536001,0.9224735449735452
0.004453239439624401,0.9252448107246349
0.004561855035712801,0.9261831752699686
0.004670470631801201,0.9260762882573557
0.004779086227889601,0.9302499461322989
0.004887701823978001,0.9260726224812913
0.004996317420066401,0.9219540830686341
0.005104933016154801,0.931408002006773
0.005213548612243201,0.9418061106420239
0.005322164208331601,0.9391999976584156
0.005430779804420001,0.940847429190612
0.0055393954005084015,0.9445231056525174
0.005648010996596801,0.9369460316348086
0.005756626592685201,0.9424064137172634
0.0058652421887736015,0.9399046996492935
0.005973857784862002,0.9352652854198675
0.006082473380950401,0.9325102672648006
0.006191088977038801,0.9219045191983242
0.006299704573127202,0.9241742471306473
0.006408320169215601,0.912295421666338
0.006516935765304001,0.9110434229981704
0.006625551361392402,0.9068236915598531
0.006734166957480802,0.8992390266707521
0.006842782553569201,0.9011612938101923
0.0069513981496576015,0.8984276608595598
0.007060013745746002,0.901688746126059
0.007168629341834401,0.9024392954626561
0.0072772449379228015,0.896363812225562
0.007385860534011202,0.8936068594962665
0.007494476130099602,0.8957888089901779
0.007603091726188001,0.8896672364973505
0.007711707322276402,0.8953063770796345
0.007820322918364802,0.8994817469768085
0.007928938514453202,0.8994250643064305
0.008037554110541602,0.8970063673850156
0.008146169706630001,0.8941866980149957
0.008254785302718401,0.8990937013498499
0.008363400898806802,0.8948837423619059
0.008472016494895202,0.8943836799231762
0.008580632090983602,0.8930476439587693
0.008689247687072002,0.8926571690362248
0.008797863283160403,0.8851671842246362
0.008906478879248801,0.8895213969554486
0.009015094475337201,0.8889423118036722
0.009123710071425602,0.8965516796191852
0.009232325667514002,0.9024251935794348
0.009340941263602402,0.9085342403183996
0.009449556859690803,0.9087484472239463
0.009558172455779203,0.909874898504268
0.009666788051867601,0.9102703983517912
0.009775403647956002,0.9092694874668655
0.009884019244044402,0.908384754036053
0.009992634840132802,0.9037392676173219
0.010101250436221202,0.9033035503555406
0.010209866032309603,0.9065470544451865
0.010318481628398003,0.907402178193198
0.010427097224486401,0.9086206796818932
0.010535712820574802,0.9053876049338845
0.010644328416663202,0.9009352566142464
0.010752944012751602,0.9022418339936807
0.010861559608840003,0.9050397577158671
0.010970175204928403,0.9010252075371625
0.011078790801016803,0.8973296774377829
0.011187406397105203,0.8954036654991058
0.011296021993193602,0.8996319269442967
0.011404637589282002,0.901405346135235
0.011513253185370402,0.8930649015118204
0.011621868781458803,0.8976252201051054
0.011730484377547203,0.8924743825489243
0.011839099973635603,0.8950296955645815
0.011947715569724003,0.8952586518751933
0.012056331165812402,0.8976576593646957
0.012164946761900802,0.8975427533217554
0.012273562357989203,0.8980723864530626
0.012382177954077603,0.9000110347169171
0.012490793550166003,0.9035593271636972
0.012599409146254403,0.905109322320766
0.012708024742342804,0.901707050361827
0.012816640338431202,0.9014244974799492
0.012925255934519602,0.9026375294330741
0.013033871530608003,0.9065458724771439
0.013142487126696403,0.9013557144921147
0.013251102722784803,0.895431073172354
0.013359718318873203,0.8943589848939288
0.013468333914961604,0.8921186769521222
0.013576949511050002,0.889720910260394
0.013685565107138403,0.8922036417688591
0.013794180703226803,0.8963209695567066
0.013902796299315203,0.8941086232141358
0.014011411895403603,0.8944848935751322
0.014120027491492004,0.8940760106688674
0.014228643087580404,0.8895408051532563
0.014337258683668802,0.8897785767988756
0.014445874279757203,0.887048541077937
0.014554489875845603,0.8850036732364845
0.014663105471934003,0.8812038526344959
0.014771721068022403,0.8785883310750646
