Epsilon,F1
0.00012685305811212488,0.9714285714285715
0.00025370611622424976,1.0
0.00038055917433637464,0.9818181818181818
0.0005074122324484995,1.0
0.0006342652905606243,0.9562906354630494
0.0007611183486727493,0.9945945945945945
0.0008879714067848742,0.9902439024390244
0.001014824464896999,0.9962264150943396
0.0011416775230091239,0.9966101694915255
0.0012685305811212487,0.9962264150943396
0.0013953836392333737,0.9806330682685227
0.0015222366973454986,0.9913675213675214
0.0016490897554576234,0.9971014492753623
0.0017759428135697484,0.9924421910078566
0.0019027958716818733,0.995510662177329
0.002029648929793998,0.9962264150943396
0.002156501987906123,1.0
0.0022833550460182477,0.9957441992076965
0.0024102081041303728,0.996078431372549
0.0025370611622424974,1.0
0.0026639142203546224,0.9929970919665576
0.0027907672784667475,0.9930466380662232
0.002917620336578872,1.0
0.003044473394690997,0.9935949182822735
0.003171326452803122,0.9970746810441466
0.0032981795109152468,0.9957646588752371
0.003425032569027372,0.9906424079744255
0.003551885627139497,1.0
0.0036787386852516215,0.9974674413945103
0.0038055917433637465,1.0
0.003932444801475871,1.0
0.004059297859587996,1.0
0.004186150917700121,0.9987878787878788
0.004313003975812246,0.9988950276243095
0.0044398570339243704,0.9989528795811518
0.0045667100920364955,0.9946484415894685
0.0046935631501486205,0.9989528795811518
0.0048204162082607456,0.998918918918919
0.004947269266372871,0.9950443349753695
0.005074122324484995,0.9970784540391657
0.00520097538259712,0.9962109420521328
0.005327828440709245,0.99811114823477
0.00545468149882137,0.998169699755542
0.005581534556933495,0.9990521327014218
0.00570838761504562,0.9982133955454527
0.005835240673157744,0.9965815665953013
0.005962093731269869,0.9991967871485944
0.006088946789381994,0.9991189427312775
0.006215799847494119,0.9975226780513173
0.006342652905606244,0.9951622383098646
0.0064695059637183685,1.0
0.0065963590218304936,0.9968602836107069
0.006723212079942619,0.9977261989133002
0.006850065138054744,1.0
0.006976918196166869,0.9955419810421693
0.007103771254278994,0.9985662345671082
0.007230624312391118,1.0
0.007357477370503243,0.9977928069623572
0.007484330428615368,0.9971492973103864
0.007611183486727493,0.9972255214689962
0.007738036544839618,0.9993220338983051
0.007864889602951742,0.9965908383555442
0.007991742661063868,0.9960479645583741
0.008118595719175992,0.9973240691117609
0.008245448777288117,0.9980334397199615
0.008372301835400242,0.9986689808417258
0.008499154893512367,0.9980240711669284
0.008626007951624493,0.9967253422946264
0.008752861009736617,0.9987212093355804
0.008879714067848741,0.9993920972644377
0.009006567125960867,0.9981783453023212
0.009133420184072991,0.9987853692201518
0.009260273242185117,0.9975672877846791
0.009387126300297241,0.9975474271906641
0.009513979358409365,0.9988038811379196
0.009640832416521491,0.9976466318434849
0.009767685474633615,0.9976525579556977
0.009894538532745741,0.9976766674931813
0.010021391590857865,1.0
0.01014824464896999,0.9982502215948262
0.010275097707082115,0.9994065281899109
0.01040195076519424,0.9976955100801458
0.010528803823306366,0.9988731948565777
0.01065565688141849,0.9988367276201103
0.010782509939530616,0.998857058885959
0.01090936299764274,0.9955263195661861
0.011036216055754864,0.9978016841688294
0.01116306911386699,0.9951448095883771
0.011289922171979114,0.998948276456989
0.01141677523009124,0.997313001925772
0.011543628288203364,0.9984860184563971
0.011670481346315488,0.998918847842444
0.011797334404427614,0.9983997935217447
0.011924187462539738,0.9984577800695555
0.012051040520651864,0.9984821184980077
0.012177893578763989,0.9975045452748927
0.012304746636876113,0.9994778067885118
0.012431599694988239,0.9990384115298155
0.012558452753100363,0.9994910941475826
0.012685305811212489,0.9980266782210393
0.012812158869324613,0.9995226730310263
0.012939011927436737,0.999493670886076
0.013065864985548863,1.0
0.013192718043660987,0.9986013986013986
0.013319571101773113,0.9976854645263667
0.013446424159885237,0.9981951354933652
0.013573277217997361,0.9963046210787884
0.013700130276109487,0.9991416309012875
0.013826983334221611,0.9967930777065422
0.013953836392333737,0.9982010688716345
0.014080689450445862,0.9982143567309605
0.014207542508557987,0.99772240095315
0.014334395566670112,0.9972897877103646
0.014461248624782236,0.998663361865674
0.014588101682894362,0.9973084363598275
0.014714954741006486,0.9982590399768402
0.014841807799118612,0.9995661605206074
0.014968660857230736,0.9982662184393106
0.01509551391534286,1.0
0.015222366973454986,0.9995604395604396
0.01534922003156711,0.9974140073847094
0.015476073089679236,0.9965459328951696
0.01560292614779136,0.9966210200866457
