Pool Size;R2;Error
1;0.9651155098202379;0.010021196573245
2;0.9796007551102502;0.007137200567811755
3;0.9861502589420805;0.005289004868926382
4;0.9888691268015477;0.005106887900757019
5;0.9901167289765704;0.005617437322981953
6;0.9901179334839887;0.0056172869670960655
7;0.9901179334839887;0.0056172869670960655
